epoch,train_loss,eval_loss,eval_prec1,eval_prec5
0,6.906799725123814,6.898020003967285,0.166,0.7519999999666214
1,5.804898602621896,4.275668237991333,17.264000061035155,37.95599994384766
2,4.669844763619559,3.427228637237549,29.280000051269532,54.18799999755859
3,4.12215941292899,2.9875632408142088,36.59800006103516,62.67199998291016
4,3.878687858581543,2.7753137183380128,40.628000104980465,66.46799987304688
5,3.74053202356611,2.522292892036438,45.38200003662109,70.68200012451172
6,3.6061343124934604,2.4164265628433226,47.04399993408203,72.4140000390625
7,3.5718066011156355,2.378122723045349,47.60199997558594,72.88800001220703
8,3.434136152267456,2.240062899284363,50.606000095214846,75.5420000830078
9,3.4028858797890797,2.3717199508666993,48.4119999584961,73.35200001464844
10,3.350389208112444,2.178538740463257,52.23400006835937,76.94400008056641
11,3.357058252607073,2.141395997619629,52.46200009033203,77.10999997070313
12,3.3192389692578996,2.067169660606384,53.822000009765624,78.39599994628907
13,3.3096950394766673,2.032460177383423,54.29000000732422,78.47000009521484
14,3.2112998962402344,2.0451118822860717,54.11400006591797,78.5160000805664
15,3.2930456570216586,2.002718373451233,55.67800006347656,79.54799991455079
16,3.2633721828460693,1.9935965250778198,55.71600008544922,79.71600004394531
17,3.294752734048026,2.139657419128418,53.07399999267578,77.22400012695313
18,3.1616238185337613,2.0233794958114624,55.68600002685547,79.2719999633789
19,3.1751700810023715,1.939933264656067,56.72399997558594,80.64400008789063
20,3.1978910991123746,1.9390678715896605,56.31400000732422,80.3939999975586
21,3.1659206662859236,1.9481346431350708,56.14600013671875,79.97999990478516
22,3.1563751697540283,1.9410953175735475,56.856000041503904,80.54599999511719
23,3.1737619127546037,1.897991900177002,57.52600003417969,80.94000006835938
24,3.1332766669137135,1.894943684463501,57.236000102539066,80.96800006347657
25,3.1223462990352084,1.8774684882354737,57.364000029296875,81.08199998779297
26,3.0881101063319614,1.9012867629623413,57.40600012207031,81.14800001220704
27,3.1130240644727434,1.8878125679397584,57.870000029296875,81.27000017089844
28,3.134585005896432,1.8764343114471436,57.93800003417969,81.36999999023438
29,3.056983539036342,1.839510018196106,58.462000100097654,81.7440000390625
30,3.084986788885934,1.8509337186431885,58.3360001171875,81.67600003173828
31,3.097468001501901,1.8794811151123048,57.892000029296874,81.4959999633789
32,3.125035967145647,1.880261736907959,58.650000026855466,82.00199996582032
33,3.0722290788378035,1.8332363655471802,58.759999946289064,81.92000009033202
34,3.125322069440569,1.8224965099716186,58.518000002441404,81.89400006347657
35,3.0696238109043668,1.864399867210388,58.328000063476566,81.76800007324219
36,3.1279588086264476,1.8214259786987306,59.18400005126953,82.05400021972656
37,3.095819984163557,1.8060998461914062,59.034,82.40999999023437
38,3.045748676572527,1.817421457824707,58.68400009521484,82.16000001220704
39,3.081540584564209,1.8572450352478027,58.43599997070312,81.81999990966797
40,2.9981583867754256,1.7991771640014649,59.45999989746094,82.33600009277343
41,3.030181884765625,1.878050838546753,57.80000005615234,80.95399996582032
42,3.0226593017578125,1.845181996383667,59.03000002685547,82.22999986328125
43,3.002852507999965,1.7802098379516602,59.834000021972656,82.95999990478515
44,3.032823017665318,1.7973135425186157,59.78800012451172,82.53599993408203
45,3.0285312788827077,1.7875860102081298,59.560000024414066,82.74600000976562
46,3.0570776803152904,1.7674945710372925,59.86199994140625,82.91600011230469
47,3.0199528762272427,1.8011057637405397,60.00600006835938,82.92800000976563
48,3.0039117676871165,1.7367597189331054,60.510000068359375,83.42000003173828
49,3.010909761701311,1.7610553174972534,59.93200010009765,82.8920000366211
50,2.998643023627145,1.85594291847229,59.28600005126953,82.47799993408204
51,2.961423703602382,1.7635152638244629,60.752,83.46399990722657
52,2.97742646081107,1.7564780731201173,60.81000012207031,83.64800009277344
53,3.0137196268354143,1.7489720074462891,60.58600006103516,83.10199989990234
54,2.977412053516933,1.79842004737854,59.72199997558594,82.49000013916016
55,3.026139872414725,1.784085594329834,60.02600004394531,82.8599999609375
56,2.9612581389290944,1.7320373484420777,60.58400009765625,83.34600000732422
57,2.980563061577933,1.7248243521881104,60.64199993652344,83.45999995361328
58,2.944319418498448,1.6811825955581665,61.440000100097656,84.00999990722656
59,2.9881926604679654,1.7303330528640748,61.52000014648438,83.71199998535157
60,2.964460986001151,1.7089134968948365,61.459999963378905,83.91599998291015
61,2.965432575770787,1.7470781171417236,60.85199994140625,83.47999990966797
62,2.9677791254861012,1.6867664123153687,61.53400004150391,83.96600000732421
63,2.9841648510524204,1.6876435022735596,61.566000021972656,83.70600011474609
64,2.9409377574920654,1.6984944270324707,61.56400011230469,83.8079998828125
65,2.9639580930982317,1.733158429107666,61.24000010009765,83.70799995849609
66,2.931675229753767,1.6924461192703246,62.126000122070316,84.22599998779297
67,2.9571171828678677,1.7158978215789795,61.638000100097656,84.07400006347656
68,2.952368531908308,1.6714633874320983,61.866000036621095,84.17799985107422
69,2.931094169616699,1.7159180057525634,61.489999970703124,83.8820000366211
70,2.963129452296666,1.6941651226425172,61.48200007324219,83.8420000048828
71,2.9446042265210832,1.733381106338501,61.96400000976563,84.18600005859375
72,2.9343289647783553,1.6676548481559754,62.15400009277344,84.4759999560547
73,2.923738752092634,1.7148542379570006,61.956000112304686,84.02599988037109
74,2.909036023276193,1.6494278940582274,62.87599999023438,84.91599998046875
75,2.919117280415126,1.6592116670417785,62.177999916992185,84.40000003173829
76,2.8796261719294955,1.625117018699646,62.782000119628904,84.85000008300781
77,2.9651431015559604,1.7396677770233153,61.24199998535156,83.73800003173828
78,2.9399628979819163,1.649259736175537,62.53799994140625,84.62399982666015
79,2.862842287336077,1.6311618965148926,62.89999993896485,84.8779999560547
80,2.8837050710405623,1.6108917213058471,62.863999936523435,84.89600021484375
81,2.9737907477787564,1.631451081237793,62.42400009521484,84.4899999633789
82,2.8922812938690186,1.6506590642547607,62.465999963378906,84.83600008789062
83,2.892615727015904,1.6008633498382567,63.61800005615235,85.28000003173828
84,2.8701370103018626,1.6870071189117433,61.558000065917966,83.93200018798828
85,2.885781799043928,1.6400501647186279,62.842000068359376,84.79399998046875
86,2.901654005050659,1.6333030373382569,62.92200006347656,84.87999993164063
87,2.881768226623535,1.5897198043441771,63.396000092773434,85.48000003417968
88,2.8575356006622314,1.605342954559326,63.55000001953125,85.5279998803711
89,2.848888465336391,1.601935798187256,63.49000001464844,85.36399993408203
90,2.877743755068098,1.5935272499275208,64.00799993408204,85.52599995361328
91,2.8312108857291087,1.612648957080841,63.4299999584961,85.28000003173828
92,2.834569352013724,1.5658038341712952,63.95200000976563,85.76200000732422
93,2.8775832653045654,1.5494656992912292,64.20400014160157,85.73200011230469
94,2.8240906511034285,1.5709313997650147,64.60599997802734,85.93800015869141
95,2.807793617248535,1.572766085281372,64.3380001196289,85.9000000024414
96,2.819889579500471,1.5780089873123169,64.54400009033203,85.91600000488282
97,2.7732673713139127,1.553910342693329,64.4660000366211,85.97599984863281
98,2.81085273197719,1.5667582917785645,63.940000087890624,85.95200005371093
99,2.8645317213875905,1.5653689761734009,64.32000003173827,86.0440000805664
100,2.8223718915666853,1.523243412437439,64.8820000390625,86.15999995605469
101,2.8098464012145996,1.5574872093582153,64.9859999584961,86.15799995605468
102,2.8313614981515065,1.544709919204712,65.01400005615234,86.25200000488282
103,2.7505500997815813,1.5977705995178222,64.02200013916016,85.5000000048828
104,2.7513905252729143,1.5609110750198365,64.89399993164062,86.06599997558594
105,2.7523606845310757,1.5238686943435669,65.26400011230469,86.4960000024414
106,2.7382729053497314,1.4965014455604553,65.5999999609375,86.76800006103515
107,2.799736363547189,1.513391574420929,65.48400003417969,86.48400010742188
108,2.799525158745902,1.4916793461608886,65.51600009277344,86.52599998046875
109,2.732104403632028,1.5119034310150146,65.60599998535156,86.72200002929688
110,2.7668499605996266,1.4952267900276184,65.83600014160156,86.89800002929688
111,2.6817723342350552,1.465229115333557,65.89399998046875,86.95000012939452
112,2.772404432296753,1.5301554165267945,65.0680000390625,86.57799997802735
113,2.7524164404187883,1.5041803452682496,65.42999995605469,86.94399997802735
114,2.7369865008762906,1.4850855953979492,66.24200010986328,87.04999997558593
115,2.7061043126242503,1.4635623742294313,66.26799990234375,87.21800008300781
116,2.718368802751814,1.4806438087844849,66.21,87.25199992431641
117,2.7020252772739957,1.4715574764251709,66.21800006835937,87.211999921875
118,2.688840627670288,1.4727032671356202,66.65599993164062,87.30000010498047
119,2.7049737657819475,1.4727252502822876,66.44800010986329,87.14800010742188
120,2.7328648567199707,1.4588489574623107,66.24399998535156,87.10599992675782
121,2.7734952654157365,1.4490410379791259,66.5480000341797,87.53800005371093
122,2.6897450855800082,1.4645431391906738,66.49399989990235,87.34199992431641
123,2.689556973321097,1.4464094023895264,66.77000002929688,87.51800002929687
124,2.6650041171482632,1.436509341583252,67.09,87.56800005126954
125,2.6404946190970287,1.431726147556305,67.20000005615235,87.66600005126953
126,2.5924133573259627,1.433784317073822,67.25199995117187,87.74799994873047
127,2.651742901120867,1.4559222842025756,67.12800013671875,87.70599999755859
128,2.618626049586705,1.377789921321869,67.79600000488281,88.10200015136719
129,2.6271648747580394,1.4083465447616577,67.70200002929687,88.12999994628906
130,2.6104037761688232,1.3989334873390198,67.60199997314453,88.016000078125
131,2.601446662630354,1.3980780328941345,68.057999921875,88.220000078125
132,2.6462723868233815,1.3848279136276245,68.00400002441407,88.01400002441406
133,2.594012362616403,1.3803031725502015,68.32800002685546,88.34999994628906
134,2.6024842943464006,1.4010574469947814,68.11600005615234,88.244
135,2.5616439410618375,1.3711566499519348,68.48199999755859,88.28799997070313
136,2.6315171037401472,1.3860502372550965,68.40400010253906,88.39400004638672
137,2.6199168477739607,1.3717428185081482,68.432,88.594
138,2.5732485566820418,1.3715179177856445,68.49999997070313,88.50199991943359
139,2.570225409099034,1.377849682826996,68.66400009765626,88.78400017333985
140,2.52766684123448,1.3707850806617736,68.43599997314453,88.516
141,2.5676580497196744,1.3658153378486633,68.78800002197265,88.65199996826172
142,2.5296136992318288,1.3508704906272888,69.19000004882813,88.95599989746094
143,2.524932180132185,1.3307983568954467,69.27599997070313,89.15799999755859
144,2.581578424998692,1.3372231247711182,69.51799991699218,88.96400002441406
145,2.529324531555176,1.3356012887191773,69.42000012695313,89.06200002441406
146,2.534529890332903,1.3318046363067626,69.66599999511719,89.30799994628906
147,2.5798727444240024,1.3338205169486999,69.70000009765624,89.28199999511719
148,2.4873793806348528,1.3167946893882752,69.79800010253906,89.27599987060547
149,2.496433530535017,1.332313123626709,69.6,89.4040000756836
150,2.521557126726423,1.3045415170097352,70.08400004882813,89.52800002197266
151,2.532475914273943,1.3082690035820008,69.98599997070312,89.57200002441407
152,2.4814333575112477,1.3062079325675964,69.99600004882812,89.48800022949219
153,2.534240279878889,1.2875028879165649,70.34200018066406,89.655999921875
154,2.4796013832092285,1.3018703212356568,70.37999994384765,89.76400004394532
155,2.4643988949911937,1.2687006156730651,70.50400004882812,89.84599996826172
156,2.4295474120548795,1.2838198534965515,70.70800002441406,89.82599997314453
157,2.45373341015407,1.2719842374801635,70.75999996826172,89.88800002197266
158,2.451115812574114,1.2748301184272766,70.95399994140625,89.95200007080078
159,2.4583358424050465,1.2842995639419557,70.86199999511719,89.91600004882812
160,2.434962374823434,1.2575246081733704,71.19999997558594,90.01000010009766
161,2.465567316327776,1.2402915185546874,71.26600001708984,90.16000001953125
162,2.3962179252079556,1.2365659829330444,71.42200009765625,90.19599991699219
163,2.395695550101144,1.2443627039337157,71.52200009765625,90.34800007324219
164,2.380249636513846,1.2237233422279359,71.66000001708984,90.41200007324218
165,2.377741200583322,1.2393530928611756,71.62400009277344,90.44600012451171
166,2.340404544557844,1.2335914103507997,71.94400004150391,90.46600001953125
167,2.353813648223877,1.2181291221618653,71.98599999023438,90.55999996826172
168,2.355163097381592,1.2014395278930665,72.14800001953125,90.66999991699218
169,2.3972724846431186,1.219079999370575,71.84399996582032,90.28600002197265
170,2.4204936708722795,1.1995610375404357,72.3039999633789,90.83400009765624
171,2.323696885790144,1.2105735951995849,72.38999990966796,90.86999999511718
172,2.330906459263393,1.1948997081947326,72.60000012207031,90.87000009765624
173,2.3420216696602956,1.2045612346839905,72.44800001464844,90.9440000732422
174,2.349792787006923,1.1857282739067077,72.62599989013673,91.00400012451172
175,2.2782993657248363,1.1792294115829467,72.92600009277344,91.06400012207031
176,2.307757718222482,1.1717455952453613,72.92599994384766,91.06000001708985
177,2.321416582380022,1.1701494484138488,73.13400009277343,91.23399991455078
178,2.2782685416085378,1.1844570762825013,72.90199996582031,91.05199996826173
179,2.29744815826416,1.164800813407898,72.95000007080078,91.25200002197266
180,2.262713772909982,1.15746826543808,73.38799998535156,91.36600004150391
181,2.312697035925729,1.156362279434204,73.42200001464843,91.37999999511719
182,2.252589021410261,1.1515594465827943,73.47199993652343,91.38200012207031
183,2.223233938217163,1.1608717020225525,73.37399999023438,91.44200001953125
184,2.2212118080684116,1.1435181508636474,73.39000001464844,91.42400020263672
185,2.2621890136173795,1.1492323646736144,73.56599998779296,91.54600009521485
186,2.301118850708008,1.1405785826683044,73.68200009277344,91.64400004394531
187,2.2685141563415527,1.1409581627082825,73.62199998535156,91.69600012207032
188,2.270891155515398,1.1366622748184203,73.64600014404297,91.61200012207031
189,2.1914218153272356,1.1341957780647278,73.76400001464843,91.70799999511719
190,2.24417553629194,1.1343354489707946,73.85199998779296,91.77599999267578
191,2.2614150047302246,1.1328262335014343,73.8420001171875,91.7420002001953
192,2.2175753797803606,1.1298020528030395,73.88199998779297,91.71200017578126
193,2.241800137928554,1.1276757473564147,73.90800014160156,91.79800004394531
194,2.21187686920166,1.1264515520477294,73.8860000390625,91.8040001220703
195,2.225241558892386,1.1259275738525392,74.0020001171875,91.83799996582032
196,2.2547918387821744,1.1253975683784485,74.05000014160156,91.85999991455078
197,2.2068892206464494,1.1226129630851747,74.09200001220704,91.81199993896485
198,2.1635617188044955,1.12224156999588,74.0280001171875,91.86000007080078
199,2.202108246939523,1.122517589073181,73.97800009033203,91.89199986328126
200,2.204242025102888,1.124091890258789,73.96800001220703,91.80199996582031
201,2.209587267466954,1.1261043030929565,74.04200014160156,91.81600004394531
202,2.202392544065203,1.1247574407196046,73.9820000390625,91.85200014892578
203,2.208706889833723,1.1237913985252381,74.02800001220703,91.82400001708984
204,2.177850212369646,1.1246600202941894,73.8960000390625,91.84800004394532
205,2.236429895673479,1.1262714752578735,74.0620000390625,91.80800012207031
206,2.189026355743408,1.1226514665222167,74.07400016845703,91.88000012207031
207,2.1946331432887485,1.1240357382965087,74.02000001220703,91.85400007080078
208,2.2286185196467807,1.125855202407837,74.0780000390625,91.86800009521484
209,2.1904254300253734,1.1236129090118407,74.02400011474609,91.82799993896484
