epoch,train_loss,eval_loss,eval_prec1,eval_prec5
0,6.9058718000139505,6.893185731658935,0.1659999999666214,0.8059999997329712
1,5.63787317276001,4.006050038604736,20.55200001220703,43.061999956054684
2,4.5589053971426825,3.2624203285980227,31.70799998046875,57.492000009765626
3,4.042519603456769,2.9228708320617676,37.384000095214844,63.55600006347656
4,3.818232842854091,2.594083673324585,43.61600009277344,69.5680000756836
5,3.687013489859445,2.5273278744125367,45.79399994140625,71.46799988769531
6,3.562730755124773,2.670527660140991,42.91999993652344,67.98999999023438
7,3.547393321990967,2.3075555774307253,49.234000075683596,74.30800011230468
8,3.410287754876273,2.215463211631775,50.82600008056641,76.00600010986328
9,3.3887005192892894,2.284902855949402,49.764000002441406,74.64200010986328
10,3.3366797992161343,2.1900713397216798,51.88599998779297,76.57999997070313
11,3.3425938742501393,2.163845307273865,52.040000075683594,76.85600005371094
12,3.2896407672337125,2.162501210784912,51.95000009765625,76.6360000756836
13,3.297031504767282,2.0214962285232545,54.4059999633789,78.71600001953125
14,3.20820495060512,2.0597153301239013,54.06000001953125,78.46
15,3.2564188071659634,2.035817666854858,55.41000003173828,79.26799988769531
16,3.2534879616328647,1.998798276977539,55.60999990234375,79.40199999023437
17,3.2512733255113875,2.106149760055542,53.13200001220703,77.6779999975586
18,3.14914870262146,2.063516065979004,54.292000002441405,78.70199993896485
19,3.1638621262141635,1.941858090209961,56.89400005371094,80.42200001708984
20,3.170008420944214,1.9161906372070312,56.600000034179686,80.52200001953125
21,3.1148208550044467,1.9650733640289306,56.38799998046875,80.20599993408203
22,3.129692656653268,1.9124313474655152,57.09800000732422,80.6940000732422
23,3.152455908911569,1.959607401161194,56.526000063476566,80.38000020263672
24,3.1213031836918423,1.9488966223907471,56.03799994628906,80.34599991210938
25,3.1162184306553433,1.9597758519744872,55.81400008056641,79.66600017089844
26,3.0639591898236955,1.9352514096069335,56.86200003417969,80.51800007568359
27,3.1044553007398332,1.9458137995147704,57.35600014160156,81.00999999511718
28,3.0824200085231235,1.8924255410385131,57.38199998535156,81.05200015625
29,3.0207447665078297,1.8860985279846192,57.47400005371094,81.06200007080078
30,3.0561726093292236,1.8902261303329468,57.86600004882813,81.28400019775391
31,3.084819350923811,1.8691702422714234,58.334,81.8360001171875
32,3.079519033432007,1.8562984573745727,58.25400009765625,81.78000009033204
33,3.064849240439279,1.8053364305114745,58.77599994628906,82.1240000366211
34,3.1154963970184326,1.8503531593322753,58.85199997314453,82.03000001708985
35,3.0312760216849193,1.853165534248352,58.10800005859375,81.74799999267579
36,3.058265107018607,1.8353492288970947,58.57799994873047,81.88400004150391
37,3.0564811570303783,1.9896990701293946,56.014000029296874,80.21800004150391
38,3.0353592123304094,1.7966373952484131,59.566000078125,82.31399998779297
39,3.0665276731763567,1.8624611825561523,58.55600005371094,81.87600006347657
